sale_id,timestamp,book_id,title,author,genre,publisher,isbn,quantity,unit_price,discount_pct,discount_amount,total_amount,customer_id,customer_age,customer_gender,city,payment_method,channel,promo_code,returned,rating,stock_before,stock_after
3191,2024-03-18 19:03:59,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,2,69.04,5,3.45,131.18,C36362,24,F,Salvador,Cartão de Débito,Aplicativo Mobile,PROMO5,False,4.0,22,20
4438,2024-03-18 21:18:15,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,2,105.45,20,21.09,168.72,C40647,36,M,Porto Alegre,Cartão de Débito,Loja Física,LANCAMENTO,False,5.0,361,359
7125,2024-03-18 22:17:19,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,1,92.02,0,0.0,92.02,C79704,32,M,Fortaleza,Pix,Aplicativo Mobile,BLACKFRIDAY,False,,275,274
3025,2024-03-19 06:57:46,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,3,56.66,0,0.0,169.98,C84001,44,O,São Paulo,Cartão de Crédito,Aplicativo Mobile,BLACKFRIDAY,False,1.0,486,483
6617,2024-03-19 09:00:26,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,3,18.33,0,0.0,54.99,C52907,30,F,Salvador,Pix,Loja Física,,False,,156,153
4961,2024-03-19 12:21:11,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,2,28.5,15,4.28,48.44,C28174,42,M,Curitiba,Cartão de Crédito,E-commerce,VERAO10,False,,395,393
9693,2024-03-19 13:42:47,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,1,104.38,0,0.0,104.38,C63135,34,O,Belo Horizonte,Pix,E-commerce,,False,,189,188
3149,2024-03-19 17:36:20,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,3,57.46,0,0.0,172.38,C14253,27,O,Fortaleza,Cartão de Crédito,Marketplace,LANCAMENTO,False,,475,472
439,2024-03-20 03:17:00,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,2,56.83,0,0.0,113.66,C95010,12,O,Belo Horizonte,Pix,Loja Física,,False,3.0,472,470
5010,2024-03-20 03:34:17,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,1,51.62,0,0.0,51.62,C41977,21,F,Fortaleza,Cartão de Crédito,Aplicativo Mobile,PROMO5,False,,196,195
1066,2024-03-20 04:34:53,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,1,25.71,10,2.57,23.14,C28690,32,F,Rio de Janeiro,Pix,Marketplace,VERAO10,False,,485,484
2149,2024-03-20 05:19:29,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,3,34.16,0,0.0,102.48,C28610,32,M,Recife,Pix,E-commerce,PROMO5,False,1.0,210,207
5793,2024-03-20 05:37:57,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,3,24.04,0,0.0,72.12,C21789,50,M,Salvador,Pix,E-commerce,BLACKFRIDAY,False,1.0,234,231
5130,2024-03-20 08:33:49,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,2,30.9,20,6.18,49.44,C54953,46,O,Porto Alegre,Dinheiro,E-commerce,VERAO10,False,,390,388
1007,2024-03-20 10:00:14,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,3,29.07,0,0.0,87.21,C88522,27,O,Salvador,Cartão de Crédito,E-commerce,,False,,401,398
3359,2024-03-20 10:05:39,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,3,91.77,0,0.0,275.31,C34235,44,M,Recife,Cartão de Crédito,Marketplace,,False,4.0,186,183
925,2024-03-20 13:47:35,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,3,28.37,0,0.0,85.11,C14272,34,O,Belo Horizonte,Cartão de Débito,Aplicativo Mobile,,False,4.0,474,471
2386,2024-03-20 14:55:08,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,28.7,0,0.0,28.7,C72437,24,F,Fortaleza,Pix,Aplicativo Mobile,LANCAMENTO,False,,390,389
5705,2024-03-20 15:25:20,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,3,16.46,30,4.94,34.56,C22997,48,F,Salvador,Cartão de Débito,Loja Física,,False,4.0,156,153
8540,2024-03-20 18:48:11,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,3,34.62,0,0.0,103.86,C98398,43,F,Belo Horizonte,Pix,E-commerce,,False,,210,207
2128,2024-03-20 20:20:37,B1016,Biografias Iluminadas,Sofia Amaral,Biografia,Editora Alfa,978-85-86484-6,2,47.82,0,0.0,95.64,C36765,53,M,Rio de Janeiro,Cartão de Débito,Loja Física,PROMO5,False,,74,72
2068,2024-03-20 21:30:43,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,59.03,0,0.0,59.03,C54660,46,M,Fortaleza,Cartão de Débito,Marketplace,LANCAMENTO,False,,146,145
3686,2024-03-20 23:04:56,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,2,30.04,20,6.01,48.06,C88446,26,M,Recife,Dinheiro,E-commerce,,False,,483,481
8027,2024-03-20 23:16:41,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,2,15.47,0,0.0,30.94,C14501,50,M,São Paulo,Cartão de Crédito,E-commerce,,False,3.0,147,145
4818,2024-03-20 23:16:43,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,1,88.88,0,0.0,88.88,C86917,30,O,Fortaleza,Pix,Loja Física,BLACKFRIDAY,False,,279,278
1452,2024-03-21 03:42:56,B1009,Manual do Investidor,Clara M. Duarte,Culinária,Luz & Letras,978-85-46434-7,1,67.73,0,0.0,67.73,C60070,38,F,Belo Horizonte,Cartão de Crédito,E-commerce,,False,,199,198
5505,2024-03-21 04:58:29,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,2,97.08,0,0.0,194.16,C82676,23,M,Rio de Janeiro,Pix,Marketplace,PROMO5,False,2.0,55,53
2407,2024-03-21 05:26:21,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,1,116.02,0,0.0,116.02,C68977,40,F,Curitiba,Pix,Aplicativo Mobile,,False,,200,199
9896,2024-03-21 05:28:39,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,2,16.8,0,0.0,33.6,C46618,54,F,Curitiba,Dinheiro,Aplicativo Mobile,PROMO5,False,4.0,160,158
8733,2024-03-21 06:01:37,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,96.17,0,0.0,96.17,C32621,44,O,Porto Alegre,Pix,Marketplace,BLACKFRIDAY,False,,410,409
4562,2024-03-21 06:41:03,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,30.54,0,0.0,30.54,C74295,35,F,Salvador,Cartão de Crédito,E-commerce,LANCAMENTO,False,,390,389
5722,2024-03-21 09:53:27,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,31.69,5,1.58,30.11,C59467,36,F,São Paulo,Cartão de Crédito,E-commerce,,False,4.0,405,404
7941,2024-03-21 13:42:35,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,101.61,0,0.0,101.61,C50027,32,O,Curitiba,Dinheiro,E-commerce,,False,,408,407
3184,2024-03-21 14:14:21,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,1,100.53,0,0.0,100.53,C36375,35,O,Porto Alegre,Cartão de Crédito,E-commerce,PROMO5,True,5.0,52,52
1667,2024-03-21 16:33:41,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,101.37,20,20.27,81.1,C82371,35,M,Rio de Janeiro,Cartão de Crédito,Loja Física,BLACKFRIDAY,False,4.0,410,409
975,2024-03-21 17:51:04,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,3,54.27,30,16.28,113.97,C23616,30,F,Salvador,Cartão de Crédito,Aplicativo Mobile,BLACKFRIDAY,False,,484,481
3133,2024-03-21 18:22:19,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,2,26.25,0,0.0,52.5,C48256,41,M,Rio de Janeiro,Pix,E-commerce,LANCAMENTO,False,3.0,231,229
548,2024-03-21 18:22:59,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,2,98.79,0,0.0,197.58,C22989,41,O,São Paulo,Pix,Marketplace,VERAO10,False,3.0,202,200
1273,2024-03-21 19:37:00,B1009,Manual do Investidor,Clara M. Duarte,Culinária,Luz & Letras,978-85-46434-7,1,90.54,0,0.0,90.54,C69826,14,F,Curitiba,Cartão de Débito,E-commerce,,False,,193,192
8769,2024-03-22 00:14:36,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,1,89.67,0,0.0,89.67,C43587,43,O,Curitiba,Cartão de Crédito,E-commerce,,False,,355,354
8654,2024-03-22 03:41:56,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,62.27,0,0.0,62.27,C42125,32,M,Curitiba,Cartão de Crédito,E-commerce,,False,3.0,153,152
3210,2024-03-22 04:00:31,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,2,99.88,0,0.0,199.76,C98043,35,M,Belo Horizonte,Pix,Marketplace,,False,5.0,402,400
8449,2024-03-22 04:18:27,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,54.31,5,2.72,51.59,C35391,21,O,Salvador,Pix,Aplicativo Mobile,PROMO5,False,,154,153
9868,2024-03-22 09:02:22,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,1,20.3,20,4.06,16.24,C13403,45,O,Recife,Cartão de Crédito,E-commerce,,False,,222,221
8889,2024-03-22 10:35:59,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,3,32.15,0,0.0,96.45,C61804,41,M,São Paulo,Pix,E-commerce,BLACKFRIDAY,False,3.0,404,401
5585,2024-03-22 11:01:53,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,3,57.81,20,11.56,138.75,C80526,48,O,Rio de Janeiro,Pix,E-commerce,LANCAMENTO,False,,145,142
1183,2024-03-22 11:16:59,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,1,18.38,10,1.84,16.54,C53769,55,F,Fortaleza,Dinheiro,E-commerce,VERAO10,False,,155,154
8843,2024-03-22 11:41:28,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,1,24.06,0,0.0,24.06,C97239,57,O,São Paulo,Pix,Loja Física,LANCAMENTO,False,3.0,221,220
4221,2024-03-22 11:51:12,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,2,97.18,15,14.58,165.2,C49460,41,M,Curitiba,Cartão de Débito,Aplicativo Mobile,LANCAMENTO,False,,408,406
9890,2024-03-22 19:03:48,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,1,66.67,0,0.0,66.67,C29160,44,M,Salvador,Pix,E-commerce,,False,2.0,27,26
3492,2024-03-22 19:18:33,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,2,31.9,20,6.38,51.04,C88962,21,M,Rio de Janeiro,Cartão de Crédito,E-commerce,BLACKFRIDAY,False,,480,478
8045,2024-03-22 19:46:17,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,32.2,0,0.0,32.2,C23668,29,O,Curitiba,Pix,E-commerce,PROMO5,False,,407,406
4797,2024-03-22 20:54:51,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,1,26.06,0,0.0,26.06,C56291,31,F,Belo Horizonte,Cartão de Débito,Loja Física,LANCAMENTO,False,,222,221
7146,2024-03-22 21:14:21,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,1,59.05,5,2.95,56.1,C34253,37,O,Rio de Janeiro,Cartão de Crédito,E-commerce,,False,1.0,177,176
9431,2024-03-22 21:28:21,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,131.28,5,6.56,124.72,C54868,23,M,Recife,Dinheiro,E-commerce,,False,,414,413
7589,2024-03-22 22:42:53,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,2,26.22,0,0.0,52.44,C36892,35,F,Rio de Janeiro,Cartão de Débito,Marketplace,PROMO5,False,2.0,406,404
264,2024-03-23 01:45:10,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,2,14.06,0,0.0,28.12,C65004,51,F,Recife,Boleto,E-commerce,PROMO5,False,2.0,140,138
2167,2024-03-23 03:22:45,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,2,37.96,0,0.0,75.92,C67855,30,F,Rio de Janeiro,Pix,E-commerce,LANCAMENTO,False,5.0,213,211
3058,2024-03-23 06:00:48,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,2,44.19,0,0.0,88.38,C34164,43,M,Recife,Pix,Aplicativo Mobile,BLACKFRIDAY,False,5.0,114,112
3126,2024-03-23 06:11:08,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,3,83.78,0,0.0,251.34,C72953,21,O,Belo Horizonte,Pix,E-commerce,,False,,364,361
9292,2024-03-23 06:22:42,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,3,16.95,30,5.08,35.61,C90659,45,M,Fortaleza,Pix,Aplicativo Mobile,,False,,157,154
7605,2024-03-23 08:47:09,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,3,99.02,10,9.9,267.36,C80062,45,O,Rio de Janeiro,Pix,Marketplace,,False,,288,285
8219,2024-03-23 18:04:45,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,1,78.72,15,11.81,66.91,C87961,39,F,Rio de Janeiro,Cartão de Crédito,Loja Física,,False,,44,43
2629,2024-03-23 18:40:57,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,2,24.2,10,2.42,43.56,C35191,31,M,Recife,Dinheiro,Marketplace,,False,,232,230
8,2024-03-23 19:37:58,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,2,25.52,30,7.66,35.72,C85525,40,M,Porto Alegre,Pix,Aplicativo Mobile,BLACKFRIDAY,False,5.0,479,477
9881,2024-03-23 22:08:39,B1016,Biografias Iluminadas,Sofia Amaral,Biografia,Editora Alfa,978-85-86484-6,2,56.73,0,0.0,113.46,C56598,38,F,São Paulo,Cartão de Débito,E-commerce,,False,4.0,84,82
2406,2024-03-23 22:28:47,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,1,18.49,5,0.92,17.57,C84902,18,F,São Paulo,Cartão de Crédito,E-commerce,PROMO5,False,,153,152
6124,2024-03-23 23:13:17,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,2,95.17,0,0.0,190.34,C44822,23,F,Fortaleza,Cartão de Débito,E-commerce,,False,,194,192
7690,2024-03-24 01:34:01,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,35.93,0,0.0,35.93,C24750,47,M,São Paulo,Cartão de Crédito,E-commerce,,False,,403,402
5402,2024-03-24 02:36:35,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,2,71.44,0,0.0,142.88,C57102,43,O,Recife,Cartão de Débito,Loja Física,,False,1.0,22,20
8605,2024-03-24 02:43:31,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,1,28.21,0,0.0,28.21,C24332,56,F,Fortaleza,Cartão de Crédito,E-commerce,PROMO5,False,,236,235
6453,2024-03-24 03:00:03,B1009,Manual do Investidor,Clara M. Duarte,Culinária,Luz & Letras,978-85-46434-7,2,86.13,0,0.0,172.26,C52716,35,O,Fortaleza,Cartão de Crédito,Aplicativo Mobile,VERAO10,False,3.0,193,191
4419,2024-03-24 03:31:13,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,101.05,0,0.0,101.05,C30993,25,O,Porto Alegre,Cartão de Débito,Marketplace,PROMO5,False,4.0,411,410
2101,2024-03-24 04:33:06,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,1,71.18,30,21.35,49.83,C30987,25,O,Rio de Janeiro,Pix,Marketplace,LANCAMENTO,False,,31,30
9369,2024-03-24 04:54:59,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,2,27.32,10,2.73,49.18,C26019,26,O,São Paulo,Pix,Marketplace,LANCAMENTO,False,,486,484
2959,2024-03-24 04:57:17,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,1,87.34,0,0.0,87.34,C65629,45,F,Rio de Janeiro,Pix,Loja Física,,False,2.0,41,40
1346,2024-03-24 05:44:27,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,1,55.37,0,0.0,55.37,C89504,16,O,Belo Horizonte,Cartão de Crédito,E-commerce,VERAO10,False,,188,187
7751,2024-03-24 08:10:39,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,60.01,0,0.0,60.01,C88486,34,F,São Paulo,Dinheiro,Aplicativo Mobile,LANCAMENTO,False,5.0,158,157
8357,2024-03-24 08:39:57,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,30.4,0,0.0,30.4,C57201,38,F,Porto Alegre,Cartão de Débito,Loja Física,VERAO10,False,,408,407
9814,2024-03-24 15:25:01,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,67.44,5,3.37,64.07,C56688,32,O,Rio de Janeiro,Cartão de Crédito,Aplicativo Mobile,LANCAMENTO,False,,147,146
185,2024-03-24 17:45:44,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,1,91.2,30,27.36,63.84,C82305,47,M,São Paulo,Cartão de Crédito,Marketplace,PROMO5,False,,282,281
8846,2024-03-24 17:46:37,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,2,27.1,0,0.0,54.2,C46510,12,F,São Paulo,Cartão de Crédito,Aplicativo Mobile,,False,,490,488
2879,2024-03-24 17:52:23,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,2,93.73,5,4.69,178.08,C84527,41,M,Porto Alegre,Cartão de Crédito,E-commerce,,False,,400,398
2436,2024-03-24 18:14:23,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,103.72,0,0.0,103.72,C97509,46,O,Recife,Pix,E-commerce,,False,1.0,417,416
6012,2024-03-24 18:34:57,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,2,18.62,0,0.0,37.24,C36770,38,F,Recife,Dinheiro,Marketplace,BLACKFRIDAY,False,4.0,145,143
9769,2024-03-24 20:36:13,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,1,67.41,0,0.0,67.41,C60052,28,F,Recife,Dinheiro,E-commerce,VERAO10,False,1.0,13,12
5440,2024-03-24 20:43:11,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,3,30.49,0,0.0,91.47,C99369,48,F,Salvador,Dinheiro,Aplicativo Mobile,,False,,485,482
6173,2024-03-24 20:53:50,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,1,19.01,0,0.0,19.01,C77060,38,O,Curitiba,Boleto,Loja Física,PROMO5,False,,148,147
7101,2024-03-24 21:11:02,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,2,96.11,0,0.0,192.22,C61167,36,M,Recife,Pix,Marketplace,,False,4.0,417,415
298,2024-03-25 00:47:52,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,1,28.02,0,0.0,28.02,C32149,42,F,Salvador,Pix,Aplicativo Mobile,LANCAMENTO,False,,475,474
6684,2024-03-25 02:45:07,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,2,64.11,0,0.0,128.22,C11816,23,O,Rio de Janeiro,Cartão de Débito,Aplicativo Mobile,,False,,145,143
9434,2024-03-25 08:49:04,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,34.16,0,0.0,34.16,C20527,24,O,Curitiba,Cartão de Débito,Aplicativo Mobile,LANCAMENTO,False,,404,403
4249,2024-03-25 10:42:47,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,30.92,0,0.0,30.92,C32373,27,O,São Paulo,Cartão de Débito,Aplicativo Mobile,VERAO10,False,,401,400
2459,2024-03-25 11:01:21,B1009,Manual do Investidor,Clara M. Duarte,Culinária,Luz & Letras,978-85-46434-7,1,89.49,0,0.0,89.49,C11941,39,F,Belo Horizonte,Pix,E-commerce,PROMO5,False,,194,193
9922,2024-03-25 15:08:59,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,3,61.82,0,0.0,185.46,C32924,57,M,Porto Alegre,Cartão de Crédito,Marketplace,,False,,146,143
4652,2024-03-25 18:39:38,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,1,119.78,0,0.0,119.78,C50334,40,O,Recife,Cartão de Débito,Loja Física,VERAO10,False,,195,194
7309,2024-03-25 19:15:23,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,1,59.09,20,11.82,47.27,C88258,60,M,Fortaleza,Cartão de Débito,Loja Física,PROMO5,False,,479,478
4952,2024-03-25 21:28:07,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,30.29,0,0.0,30.29,C91397,41,F,Belo Horizonte,Pix,Loja Física,BLACKFRIDAY,False,5.0,395,394
5967,2024-03-25 22:39:02,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,1,28.92,0,0.0,28.92,C63745,40,M,Curitiba,Cartão de Crédito,Marketplace,,False,2.0,209,208
3808,2024-03-25 22:43:39,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,65.6,0,0.0,65.6,C55715,39,O,Fortaleza,Cartão de Crédito,E-commerce,VERAO10,False,,159,158
9918,2024-03-25 23:45:55,B1009,Manual do Investidor,Clara M. Duarte,Culinária,Luz & Letras,978-85-46434-7,1,102.4,15,15.36,87.04,C75029,43,M,Rio de Janeiro,Cartão de Crédito,Aplicativo Mobile,,False,2.0,194,193
5734,2024-03-26 03:25:16,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,2,43.27,5,2.16,82.22,C22704,65,F,Porto Alegre,Pix,Aplicativo Mobile,,False,3.0,127,125
2659,2024-03-26 05:54:33,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,2,115.97,0,0.0,231.94,C77421,31,O,Fortaleza,Pix,Marketplace,,False,,191,189
3934,2024-03-26 07:32:41,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,2,98.95,0,0.0,197.9,C68560,41,O,Salvador,Pix,Loja Física,,False,,198,196
7541,2024-03-26 09:16:27,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,2,70.89,5,3.54,134.7,C17924,21,M,São Paulo,Cartão de Débito,Aplicativo Mobile,,False,2.0,17,15
5809,2024-03-26 10:19:55,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,3,53.23,0,0.0,159.69,C79099,28,M,Salvador,Cartão de Crédito,Aplicativo Mobile,LANCAMENTO,False,,190,187
3633,2024-03-26 11:12:09,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,2,44.27,0,0.0,88.54,C83800,58,M,Fortaleza,Cartão de Crédito,Loja Física,,False,4.0,112,110
3383,2024-03-26 11:17:34,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,3,106.59,0,0.0,319.77,C50337,58,O,Porto Alegre,Cartão de Débito,Marketplace,,False,2.0,416,413
1284,2024-03-26 14:06:00,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,2,61.1,0,0.0,122.2,C58348,29,F,São Paulo,Cartão de Crédito,Loja Física,PROMO5,False,5.0,468,466
3363,2024-03-26 15:28:15,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,1,57.15,30,17.14,40.01,C71454,12,M,Porto Alegre,Pix,Aplicativo Mobile,,False,,476,475
8602,2024-03-26 16:26:15,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,2,67.05,0,0.0,134.1,C58420,34,M,Porto Alegre,Cartão de Débito,Loja Física,,False,3.0,22,20
1700,2024-03-26 19:46:52,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,1,95.39,0,0.0,95.39,C11263,29,M,Recife,Cartão de Crédito,Marketplace,VERAO10,False,,286,285
3745,2024-03-26 20:40:07,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,1,98.44,5,4.92,93.52,C62670,49,M,Fortaleza,Cartão de Débito,E-commerce,,False,,47,46
2513,2024-03-26 23:17:32,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,2,29.54,0,0.0,59.08,C69886,50,M,Porto Alegre,Pix,Aplicativo Mobile,,False,2.0,410,408
4397,2024-03-26 23:35:51,B1016,Biografias Iluminadas,Sofia Amaral,Biografia,Editora Alfa,978-85-86484-6,2,52.7,20,10.54,84.32,C35001,53,F,Recife,Pix,Marketplace,,False,,80,78
